265,ObjectId(5b97516e1025fcfc18ae1f66),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.12523937188816547, ""x"": 0.2714358193810249, ""height"": 0.10723860589812331, ""width"": 0.27270421106037546}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (34.JPG,mummification,2018-08-21T19:10:45.074Z,0,UT35-15D_01_09_2016 (34.mummification0.8.JPG
190,ObjectId(5b97516b1025fcfc18ae1aa3),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.015012254901960785, ""x"": 0.1956168831168831, ""height"": 0.10079656862745098, ""width"": 0.19074675324675325}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (35.JPG,mummification,2017-09-07T19:43:35.022Z,0,UT35-15D_01_09_2016 (35.fliped_x.JPG
190,ObjectId(5b97516b1025fcfc18ae1aa3),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.8838848039215687, ""x"": 0.1956168831168831, ""height"": 0.10079656862745101, ""width"": 0.19074675324675325}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (35.JPG,mummification,2017-09-07T19:43:35.022Z,0,UT35-15D_01_09_2016 (35.fliped_xy.JPG
190,ObjectId(5b97516b1025fcfc18ae1aa3),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.8838848039215687, ""x"": 0.6134334415584416, ""height"": 0.10079656862745101, ""width"": 0.19074675324675316}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (35.JPG,mummification,2017-09-07T19:43:35.022Z,0,UT35-15D_01_09_2016 (35.fliped_y.JPG
190,ObjectId(5b97516b1025fcfc18ae1aa3),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.03983656792645557, ""x"": 0.15087956698240865, ""height"": 0.3360572012257405, ""width"": 0.6359945872801082}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (35.JPG,mummification,2017-09-07T19:43:35.022Z,0,UT35-15D_01_09_2016 (35.mummification0.3.JPG
190,ObjectId(5b97516b1025fcfc18ae1aa3),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.009191176470588236, ""x"": 0.2471590909090909, ""width"": 0.38149350649350644, ""height"": 0.20159313725490197}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (35.JPG,mummification,2017-09-07T19:43:35.022Z,0,UT35-15D_01_09_2016 (35.mummification0.5.JPG
190,ObjectId(5b97516b1025fcfc18ae1aa3),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.006510915358100345, ""x"": 0.6088280060882801, ""height"": 0.12600536193029493, ""width"": 0.23845763571790968}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (35.JPG,mummification,2017-09-07T19:43:35.022Z,0,UT35-15D_01_09_2016 (35.mummification0.8.JPG
191,ObjectId(5b97516b1025fcfc18ae1aa8),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.023284313725490197, ""x"": 0.18831168831168832, ""height"": 0.12193627450980393, ""width"": 0.15219155844155846}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (36.JPG,mummification,2017-09-07T20:15:09.128Z,0,UT35-15D_01_09_2016 (36.fliped_x.JPG
191,ObjectId(5b97516b1025fcfc18ae1aa8),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.8544730392156863, ""x"": 0.18831168831168832, ""height"": 0.12193627450980393, ""width"": 0.15219155844155846}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (36.JPG,mummification,2017-09-07T20:15:09.128Z,0,UT35-15D_01_09_2016 (36.fliped_xy.JPG
191,ObjectId(5b97516b1025fcfc18ae1aa8),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.8544730392156863, ""x"": 0.6592938311688312, ""height"": 0.12193627450980393, ""width"": 0.1521915584415584}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (36.JPG,mummification,2017-09-07T20:15:09.128Z,0,UT35-15D_01_09_2016 (36.fliped_y.JPG
191,ObjectId(5b97516b1025fcfc18ae1aa8),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.04187946884576098, ""x"": 0.14005412719891747, ""height"": 0.4065372829417773, ""width"": 0.5074424898511503}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (36.JPG,mummification,2017-09-07T20:15:09.128Z,0,UT35-15D_01_09_2016 (36.mummification0.3.JPG
191,ObjectId(5b97516b1025fcfc18ae1aa8),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.00857843137254902, ""x"": 0.375, ""width"": 0.3043831168831169, ""height"": 0.24387254901960784}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (36.JPG,mummification,2017-09-07T20:15:09.128Z,0,UT35-15D_01_09_2016 (36.mummification0.5.JPG
191,ObjectId(5b97516b1025fcfc18ae1aa8),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.006510915358100345, ""x"": 0.7909690512430239, ""height"": 0.15243201838376103, ""width"": 0.19025875190258756}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (36.JPG,mummification,2017-09-07T20:15:09.128Z,0,UT35-15D_01_09_2016 (36.mummification0.8.JPG
305,ObjectId(5b97516e1025fcfc18ae2024),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.007659313725490196, ""x"": 0.011160714285714286, ""height"": 0.12438725490196079, ""width"": 0.5085227272727273}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (36.JPG,mummification,2018-09-03T16:20:03.740Z,0,UT35-15D_01_09_2016 (36.fliped_x.JPG
305,ObjectId(5b97516e1025fcfc18ae2024),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.8676470588235294, ""x"": 0.011160714285714286, ""height"": 0.12438725490196079, ""width"": 0.5085227272727273}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (36.JPG,mummification,2018-09-03T16:20:03.740Z,0,UT35-15D_01_09_2016 (36.fliped_xy.JPG
305,ObjectId(5b97516e1025fcfc18ae2024),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.8676470588235294, ""x"": 0.48011363636363635, ""height"": 0.12438725490196079, ""width"": 0.5085227272727273}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (36.JPG,mummification,2018-09-03T16:20:03.740Z,0,UT35-15D_01_09_2016 (36.fliped_y.JPG
305,ObjectId(5b97516e1025fcfc18ae2024),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.0007659900421294523, ""x"": 0.3559107052257737, ""height"": 0.1554959785522788, ""width"": 0.6357179096905125}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (36.JPG,mummification,2018-09-03T16:20:03.740Z,0,UT35-15D_01_09_2016 (36.mummification0.8.JPG
305,ObjectId(5b97516e1025fcfc18ae2024),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.020298736116430488, ""x"": 0.5799086757990868, ""width"": 0.19025875190258745, ""height"": 0.152432018383761}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (36.JPG,mummification,2018-09-03T16:20:03.740Z,0,UT35-15D_01_09_2016 (36.mummification0.8.JPG
29,ObjectId(5b6dd1b37b7bf69e9420e77c),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.08517156862745098, ""x"": 0.8084415584415584, ""height"": 0.22977941176470587, ""width"": 0.18019480519480524}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (37.JPG,mummification,2018-08-10T17:56:03.451Z,0,UT35-15D_01_09_2016 (37.fliped_x.JPG
29,ObjectId(5b6dd1b37b7bf69e9420e77c),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.6847426470588235, ""x"": 0.8084415584415584, ""height"": 0.22977941176470595, ""width"": 0.18019480519480524}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (37.JPG,mummification,2018-08-10T17:56:03.451Z,0,UT35-15D_01_09_2016 (37.fliped_xy.JPG
29,ObjectId(5b6dd1b37b7bf69e9420e77c),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.6847426470588235, ""x"": 0.011160714285714286, ""height"": 0.22977941176470595, ""width"": 0.1801948051948052}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (37.JPG,mummification,2018-08-10T17:56:03.451Z,0,UT35-15D_01_09_2016 (37.fliped_y.JPG
29,ObjectId(5b6dd1b37b7bf69e9420e77c),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.011235955056179775, ""x"": 0.0, ""height"": 0.7660878447395302, ""width"": 0.6008119079837618}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (37.JPG,mummification,2018-08-10T17:56:03.451Z,0,UT35-15D_01_09_2016 (37.mummification0.3.JPG
29,ObjectId(5b6dd1b37b7bf69e9420e77c),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.006740196078431373, ""x"": 0.0, ""width"": 0.36038961038961037, ""height"": 0.4595588235294118}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (37.JPG,mummification,2018-08-10T17:56:03.451Z,0,UT35-15D_01_09_2016 (37.mummification0.5.JPG
29,ObjectId(5b6dd1b37b7bf69e9420e77c),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.004212945231711988, ""x"": 0.0, ""height"": 0.28724626579854456, ""width"": 0.2252663622526636}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (37.JPG,mummification,2018-08-10T17:56:03.451Z,0,UT35-15D_01_09_2016 (37.mummification0.8.JPG
30,ObjectId(5b6dd1c37b7bf69e9420e77d),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.028799019607843136, ""x"": 0.11566558441558442, ""height"": 0.17064950980392157, ""width"": 0.23904220779220778}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (37.JPG,mummification,2018-08-10T17:56:19.654Z,0,UT35-15D_01_09_2016 (37.fliped_x.JPG
30,ObjectId(5b6dd1c37b7bf69e9420e77d),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.8002450980392157, ""x"": 0.11566558441558442, ""height"": 0.17064950980392157, ""width"": 0.23904220779220778}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (37.JPG,mummification,2018-08-10T17:56:19.654Z,0,UT35-15D_01_09_2016 (37.fliped_xy.JPG
30,ObjectId(5b6dd1c37b7bf69e9420e77d),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.8002450980392157, ""x"": 0.6450892857142857, ""height"": 0.17064950980392157, ""width"": 0.23904220779220786}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (37.JPG,mummification,2018-08-10T17:56:19.654Z,0,UT35-15D_01_09_2016 (37.fliped_y.JPG
30,ObjectId(5b6dd1c37b7bf69e9420e77d),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.02860061287027579, ""x"": 0.012178619756427606, ""height"": 0.5689479060265576, ""width"": 0.7970230040595399}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (37.JPG,mummification,2018-08-10T17:56:19.654Z,0,UT35-15D_01_09_2016 (37.mummification0.3.JPG
30,ObjectId(5b6dd1c37b7bf69e9420e77d),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.02144607843137255, ""x"": 0.35917207792207795, ""width"": 0.4780844155844156, ""height"": 0.34129901960784315}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (37.JPG,mummification,2018-08-10T17:56:19.654Z,0,UT35-15D_01_09_2016 (37.mummification0.5.JPG
30,ObjectId(5b6dd1c37b7bf69e9420e77d),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.03485254691689008, ""x"": 0.6603247082699137, ""height"": 0.21332822673305252, ""width"": 0.2988330796549975}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (37.JPG,mummification,2018-08-10T17:56:19.654Z,0,UT35-15D_01_09_2016 (37.mummification0.8.JPG
27,ObjectId(5b6dd16d7b7bf69e9420e77a),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.025122549019607844, ""x"": 0.07508116883116883, ""height"": 0.16819852941176472, ""width"": 0.21996753246753248}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-08-10T17:54:53.052Z,0,UT35-15D_01_09_2016 (38.fliped_x.JPG
27,ObjectId(5b6dd16d7b7bf69e9420e77a),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.8063725490196079, ""x"": 0.07508116883116883, ""height"": 0.16819852941176472, ""width"": 0.21996753246753248}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-08-10T17:54:53.052Z,0,UT35-15D_01_09_2016 (38.fliped_xy.JPG
27,ObjectId(5b6dd16d7b7bf69e9420e77a),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.8063725490196079, ""x"": 0.7047483766233766, ""height"": 0.16819852941176472, ""width"": 0.21996753246753242}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-08-10T17:54:53.052Z,0,UT35-15D_01_09_2016 (38.fliped_y.JPG
27,ObjectId(5b6dd16d7b7bf69e9420e77a),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.01940755873340143, ""x"": 0.16508795669824086, ""height"": 0.5607763023493362, ""width"": 0.7334235453315291}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-08-10T17:54:53.052Z,0,UT35-15D_01_09_2016 (38.mummification0.3.JPG
27,ObjectId(5b6dd16d7b7bf69e9420e77a),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.006127450980392157, ""x"": 0.5032467532467533, ""width"": 0.43993506493506496, ""height"": 0.33639705882352944}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-08-10T17:54:53.052Z,0,UT35-15D_01_09_2016 (38.mummification0.5.JPG
27,ObjectId(5b6dd16d7b7bf69e9420e77a),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.02106472615855994, ""x"": 0.6380010147133435, ""height"": 0.21026426656453467, ""width"": 0.2749873160832065}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-08-10T17:54:53.052Z,0,UT35-15D_01_09_2016 (38.mummification0.8.JPG
28,ObjectId(5b6dd1807b7bf69e9420e77b),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.07567401960784313, ""x"": 0.7822646103896104, ""height"": 0.2598039215686274, ""width"": 0.20413961038961037}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-08-10T17:55:12.999Z,0,UT35-15D_01_09_2016 (38.fliped_x.JPG
28,ObjectId(5b6dd1807b7bf69e9420e77b),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.6642156862745098, ""x"": 0.7822646103896104, ""height"": 0.2598039215686275, ""width"": 0.20413961038961037}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-08-10T17:55:12.999Z,0,UT35-15D_01_09_2016 (38.fliped_xy.JPG
28,ObjectId(5b6dd1807b7bf69e9420e77b),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.6642156862745098, ""x"": 0.013392857142857142, ""height"": 0.2598039215686275, ""width"": 0.20413961038961037}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-08-10T17:55:12.999Z,0,UT35-15D_01_09_2016 (38.fliped_y.JPG
28,ObjectId(5b6dd1807b7bf69e9420e77b),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.043922369765066395, ""x"": 0.04397834912043302, ""height"": 0.8661899897854956, ""width"": 0.6806495263870095}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-08-10T17:55:12.999Z,0,UT35-15D_01_09_2016 (38.mummification0.3.JPG
28,ObjectId(5b6dd1807b7bf69e9420e77b),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.13602941176470587, ""x"": 0.003246753246753247, ""width"": 0.4082792207792208, ""height"": 0.5196078431372549}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-08-10T17:55:12.999Z,0,UT35-15D_01_09_2016 (38.mummification0.5.JPG
28,ObjectId(5b6dd1807b7bf69e9420e77b),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.0850248946763692, ""x"": 0.0020294266869609334, ""height"": 0.3247797778628878, ""width"": 0.2552004058853374}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-08-10T17:55:12.999Z,0,UT35-15D_01_09_2016 (38.mummification0.8.JPG
299,ObjectId(5b97516e1025fcfc18ae2016),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.00428921568627451, ""x"": 0.31351461038961037, ""height"": 0.13572303921568626, ""width"": 0.14691558441558444}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-09-03T16:16:09.595Z,0,UT35-15D_01_09_2016 (38.fliped_x.JPG
299,ObjectId(5b97516e1025fcfc18ae2016),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.8596813725490197, ""x"": 0.31351461038961037, ""height"": 0.13572303921568618, ""width"": 0.14691558441558444}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-09-03T16:16:09.595Z,0,UT35-15D_01_09_2016 (38.fliped_xy.JPG
299,ObjectId(5b97516e1025fcfc18ae2016),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.8596813725490197, ""x"": 0.5393668831168831, ""height"": 0.13572303921568618, ""width"": 0.1469155844155845}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-09-03T16:16:09.595Z,0,UT35-15D_01_09_2016 (38.fliped_y.JPG
299,ObjectId(5b97516e1025fcfc18ae2016),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.0010214504596527069, ""x"": 0.41677943166441134, ""height"": 0.45250255362614916, ""width"": 0.489851150202977}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-09-03T16:16:09.595Z,0,UT35-15D_01_09_2016 (38.mummification0.3.JPG
299,ObjectId(5b97516e1025fcfc18ae2016),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.00857843137254902, ""x"": 0.6525974025974026, ""width"": 0.2938311688311688, ""height"": 0.27144607843137253}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-09-03T16:16:09.595Z,0,UT35-15D_01_09_2016 (38.mummification0.5.JPG
299,ObjectId(5b97516e1025fcfc18ae2016),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.02604366143240138, ""x"": 0.7222222222222222, ""width"": 0.2749873160832065, ""height"": 0.21026426656453467}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-09-03T16:16:09.595Z,0,UT35-15D_01_09_2016 (38.mummification0.8.JPG
299,ObjectId(5b97516e1025fcfc18ae2016),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.0, ""x"": 0.5154743784880771, ""height"": 0.16966679433167367, ""width"": 0.18366311516996447}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (38.JPG,mummification,2018-09-03T16:16:09.595Z,0,UT35-15D_01_09_2016 (38.mummification0.8.JPG
192,ObjectId(5b97516b1025fcfc18ae1ab1),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.27267156862745096, ""x"": 0.34598214285714285, ""height"": 0.31035539215686275, ""width"": 0.39427759740259744}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (39.JPG,mummification,2017-09-07T20:22:03.351Z,0,UT35-15D_01_09_2016 (39.fliped_x.JPG
192,ObjectId(5b97516b1025fcfc18ae1ab1),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.4166666666666667, ""x"": 0.34598214285714285, ""height"": 0.31035539215686275, ""width"": 0.39427759740259744}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (39.JPG,mummification,2017-09-07T20:22:03.351Z,0,UT35-15D_01_09_2016 (39.fliped_xy.JPG
192,ObjectId(5b97516b1025fcfc18ae1ab1),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.4166666666666667, ""x"": 0.25953733766233766, ""height"": 0.31035539215686275, ""width"": 0.3942775974025974}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (39.JPG,mummification,2017-09-07T20:22:03.351Z,0,UT35-15D_01_09_2016 (39.fliped_y.JPG
192,ObjectId(5b97516b1025fcfc18ae1ab1),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.27879901960784315, ""x"": 0.12297077922077922, ""height"": 0.6207107843137255, ""width"": 0.7885551948051948}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (39.JPG,mummification,2017-09-07T20:22:03.351Z,0,UT35-15D_01_09_2016 (39.mummification0.5.JPG
192,ObjectId(5b97516b1025fcfc18ae1ab1),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.33700980392156865, ""x"": 0.5527597402597403, ""width"": 0.32832792207792205, ""height"": 0.5318627450980392}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (39.JPG,mummification,2017-09-07T20:22:03.351Z,0,UT35-15D_01_09_2016 (39.mummification0.5.JPG
192,ObjectId(5b97516b1025fcfc18ae1ab1),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.20796629643814632, ""x"": 0.07635717909690512, ""width"": 0.49289700659563673, ""height"": 0.38797395633856757}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (39.JPG,mummification,2017-09-07T20:22:03.351Z,0,UT35-15D_01_09_2016 (39.mummification0.8.JPG
192,ObjectId(5b97516b1025fcfc18ae1ab1),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.2443508234392953, ""x"": 0.3450025367833587, ""height"": 0.3324396782841823, ""width"": 0.20522577371892448}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (39.JPG,mummification,2017-09-07T20:22:03.351Z,0,UT35-15D_01_09_2016 (39.mummification0.8.JPG
193,ObjectId(5b97516b1025fcfc18ae1ab2),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.019301470588235295, ""x"": 0.20434253246753248, ""height"": 0.09865196078431372, ""width"": 0.3971185064935065}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (39.JPG,mummification,2017-09-07T20:22:20.328Z,0,UT35-15D_01_09_2016 (39.fliped_x.JPG
193,ObjectId(5b97516b1025fcfc18ae1ab2),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.8817401960784313, ""x"": 0.20434253246753248, ""height"": 0.09865196078431371, ""width"": 0.3971185064935065}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_09_2016 (39.JPG,mummification,2017-09-07T20:22:20.328Z,0,UT35-15D_01_09_2016 (39.fliped_xy.JPG
